genes	IL1B	ADAMTS4	GRN	TF	PGBD1	APBB2	HS3ST1	NCAPD2	RELB	MS4A4E	SRRM4	A2M	MEOX2	IL1A	IDE	TNF	SLC2A4	CELF1	MPO	GAPDH	ECHDC3	MAPT	IL1RN	DPYSL2	APH1B	CD33	PCK1	BACE1	CCR2	MAOB	NME8	NPY	HMOX1	TRAK2	NOS3	KAT8	SLC30A6	VLDLR	ABCA1	MTHFR	FRMD4A	SLC24A4	PLD3	ABI3	PICALM	RELN	CASS4	ESR1	BCL3	IGF2	MS4A2	PSEN1	HFE	CLNK	APOC4	MTHFD1L	OLR1	NEDD9	ECE1	TNK1	TREML2	PM20D1	FAS	GSK3B	CR1	REST	DAPK1	CASP3	BCHE	CRH	CHRNA7	CHRNB2	CTSD	GLIS3	BIN1	IL10	DSG2	LPL	ADAM10	MAN2A1	EXOC3L2	STH	THRA	CLU	BAX	TFCP2	MME	BDNF	MS4A4A	IGF1	ACE	SOD2	DHCR24	SORL1	SORCS1	HLA-DRB5	APP	MS4A6A	TFAM	SOAT1	ENTPD7	ACHE	PTK2B	CTNNA3	PPARG	CD2AP	RIN3	OTC	IGF1R	HHEX	CNTNAP2	TOMM40	ARID5B	CH25H	IL33	HESX1	BCL2	PSEN2	PRNP	APOC1	APOC2	ABCA7	EIF2AK3	APOE	ZNF292	INPP5D	ARC	UBQLN1	TREM2	CALHM1	SLC30A4	FERMT2	ALPK2	EPHA1	LRP1	PLAU	NOTCH3	VEGFA	PPP1R37	ZCWPW1	BCAM	CST3	VSNL1	IL6	GAB2	HLA-DRB1	MEF2C	INSR	SCIMP	PON1	CYP46A1	PAXIP1	TP53INP1	LDLR	CHAT	GAPDHS	CYP19A1	IL8	IGF2R	label
RNF223	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0
C20ORF187	0.015768	0.0240564	0.0168594	0.0196736	0.00997894	0.0168594	0.0168594	0.0209283	0.0209283	0.00997894	0.00997894	0.015768	0.0240564	0.0268917	0.0209283	0.0240564	0.0168594	0.0196736	0.015768	0.0231566	0.0168594	0.0196736	0.0240564	0.0231566	0.00997894	0.0316164	0.0168594	0.0168594	0.0240564	0.0168594	0.0240564	0.0168594	0.0268917	0.0231566	0.015768	0.0168594	0.0209283	0.0196736	0.0268917	0.029061	0.0196736	0.0209283	0.0196736	0.0240564	0.0231566	0.0168594	0.0316164	0.0240564	0.0209283	0.00997894	0.0316164	0.0168594	0.0331031	0.0268917	0.00997894	0.0240564	0.0168594	0.0209283	0.015768	0.00997894	0.015768	0.0268917	0.0168594	0.0168594	0.0351317	0.0209283	0.00997894	0.015768	0.00997894	0.0209283	0.00997894	0.0209283	0.0196736	0.015768	0.0196736	0.0209283	0.015768	0.0168594	0.0196736	0.0196736	0.0268917	0.0240564	0.0168594	0.0231566	0.0168594	0.0196736	0.0209283	0.0168594	0.0268917	0.0240564	0.015768	0.0196736	0.0196736	0.0231566	0.0168594	0.0196736	0.0231566	0.0209283	0.00997894	0.0168594	0.0331031	0.0209283	0.00997894	0.029061	0.0209283	0.0168594	0.0240564	0.0331031	0.00997894	0.0209283	0.0168594	0.00997894	0.00997894	0.0196736	0.0196736	0.0209283	0.0209283	0.015768	0.0196736	0.00997894	0.0209283	0.0168594	0.0196736	0.0168594	0.0231566	0.0268917	0.00997894	0.0231566	0.0168594	0.00997894	0.0168594	0.0196736	0.0331031	0.00997894	0.0331031	0.029061	0.0209283	0.015768	0.00997894	0.0196736	0.0240564	0.0168594	0.0168594	0.0209283	0.0231566	0.0196736	0.015768	0.0196736	0.0240564	0.0268917	0.0168594	0.0196736	0.0268917	0.0209283	0.0209283	0.0209283	0.0381232	0.015768	0.0196736	0
GLOD5	0.0209283	0.029061	0.0315764	0.0196736	0.029061	0.0231566	0.0231566	0.0231566	0.00997894	0.00997894	0.00997894	0.0315764	0.0209283	0.0316164	0.0168594	0.0442577	0.0504271	0.0315764	0.0480393	0.0315764	0.0168594	0.0231566	0.0622735	0.0315764	0.114735	0.0196736	0.0268917	0.0315764	0.0420531	0.0315764	0.0268917	0.00997894	0.0196736	0.0315764	0.0196736	0.0231566	0.0231566	0.0315764	0.0315764	0.029061	0.0315764	0.0315764	0.0315764	0.0331031	0.0315764	0.0231566	0.0351317	0.0268917	0.0268917	0.0196736	0.0675365	0.0168594	0.0351317	0.029061	0.0675365	0.0196736	0.029061	0.0231566	0.0231566	0.0471829	0.0420531	0.0268917	0.0231566	0.0231566	0.0209283	0.0316164	0.0315764	0.0231566	0.0315764	0.0231566	0.0196736	0.00997894	0.0315764	0.0196736	0.0231566	0.038545	0.00997894	0.0315764	0.0315764	0.0315764	0.0364888	0.0209283	0.0231566	0.0315764	0.0231566	0.086113	0.0196736	0.0231566	0.00997894	0.0231566	0.029061	0.0196736	0.0315764	0.0315764	0.0196736	0.0196736	0.0315764	0.00997894	0.0231566	0.0231566	0.015768	0.0168594	0.0196736	0.0331031	0.0168594	0.0315764	0.015768	0.0488975	0.0315764	0.015768	0.0196736	0.00997894	0.0231566	0.0231566	0.0231566	0.0268917	0.0231566	0.0196736	0.0315764	0.0196736	0.0268917	0.0196736	0.0315764	0.0231566	0.0315764	0.015768	0.0315764	0.0315764	0.00997894	0.0381232	0.0315764	0.0315764	0.0422906	0.0268917	0.0196736	0.0351317	0.0240564	0.0196736	0.0196736	0.0196736	0.0196736	0.0315764	0.0315764	0.0316164	0.015768	0.0231566	0.0315764	0.0315764	0.0209283	0.00997894	0.0315764	0.0315764	0.0231566	0.0240564	0.0381232	0.0209283	0.0522491	0.0209283	0.0315764	0
TRIM16L	0.015768	0.0268917	0.0168594	0.00997894	0.0196736	0.0351317	0.015768	0.029061	0.0240564	0.00997894	0.0209283	0.0168594	0.00997894	0.0209283	0.0316164	0.0240564	0.015768	0.0364888	0.0209283	0.0268917	0.015768	0.0240564	0.0209283	0.0196736	0.00997894	0.0240564	0.00997894	0.0209283	0.00997894	0.0268917	0.015768	0.0168594	0.015768	0.0231566	0.015768	0.0196736	0.015768	0.00997894	0.029061	0.0209283	0.00997894	0.0168594	0.015768	0.0316164	0.0168594	0.0168594	0.0316164	0.0316164	0.0209283	0.0209283	0.0209283	0.0364888	0.0364888	0.038545	0.0364888	0.0268917	0.00997894	0.029061	0.0351317	0.015768	0.015768	0.00997894	0.015768	0.0168594	0.0268917	0.00997894	0.0168594	0.00997894	0.0168594	0.00997894	0.015768	0.015768	0.0196736	0.0168594	0.00997894	0.0351317	0.0168594	0.0168594	0.015768	0.0231566	0.0331031	0.029061	0.0168594	0.0196736	0.015768	0.0240564	0.0209283	0.0168594	0.00997894	0.029061	0.029061	0.0268917	0.0196736	0.0231566	0.00997894	0.0196736	0.0168594	0.0168594	0.015768	0.0231566	0.00997894	0.0209283	0.0331031	0.0209283	0.0331031	0.0231566	0.029061	0.0240564	0.0381232	0.00997894	0.0168594	0.00997894	0.0168594	0.0168594	0.0168594	0.0240564	0.0240564	0.0240564	0.0196736	0.015768	0.015768	0.00997894	0.0231566	0.0240564	0.00997894	0.015768	0.0168594	0.0231566	0.0196736	0.0209283	0.00997894	0.00997894	0.0209283	0.029061	0.029061	0.0240564	0.0168594	0.029061	0.0268917	0.00997894	0.00997894	0.0196736	0.00997894	0.0168594	0.00997894	0.0231566	0.0168594	0.015768	0.0209283	0.029061	0.0196736	0.0196736	0.0209283	0.015768	0.0240564	0.0381232	0.038545	0.015768	0.015768	0
ECE1	0.238907	0.231092	0.70209	0.198237	0.0168594	0.152369	0.235606	0.015768	0.608553	0.00997894	0.120477	0.0607152	0.609913	0.132079	0.184981	0.768486	0.558912	0.132079	0.155765	0.132079	0.038545	0.335924	0.321073	0.0315764	0.0168594	0.0209283	0.103913	0.198445	0.268658	0.103913	0.0168594	0.194908	0.539461	0.0231566	0.848337	0.132079	0.0315764	0.373767	0.434461	0.431835	0.0209283	0.0738767	0.0751149	0.0331031	0.194908	0.194908	0.0451171	0.475464	0.577616	0.451245	0.0209283	0.506175	0.636928	0.0638137	0.0488975	0.23411	0.194908	0.191494	0	0.16968	0.0506398	0.0168594	0.689492	0.535211	0.0422906	0.39764	0.120477	0.4904	0.15854	0.268658	0.249807	0.353955	0.559673	0.216364	0.140606	0.4904	0.0385218	0.198237	0.609913	0.115073	0.204415	0.0316164	0.784993	0.00997894	0.238907	0.0315764	0.958583	0.268658	0.0240564	0.238907	0.711605	0.268658	0.103913	0.250052	0.086113	0.00997894	0.194908	0.0196736	0.373767	0.399939	0.15854	0.564286	0.152369	0.015768	0.754288	0.140606	0.094708	0.249807	0.532355	0.609913	0.086113	0.0689016	0.238907	0.0315764	0.249807	0.155765	0.817769	0.80852	0.373767	0.0331031	0.0168594	0.0577024	0.302614	0.56992	0.0315764	0.463774	0.223103	0.0315764	0.114735	0.0209283	0.373767	0.158715	0.0351317	0.234809	0.822165	0.80852	0.826839	0.77644	0.0675365	0.0168594	0.482858	0.139482	0.0315764	0.155765	0.373767	0.0240564	0.238907	0.374073	0.0385218	0.0989739	0.0637402	0.194908	0.170089	0.710239	0.281237	0.0351317	0.541703	0.0442577	0.57989	1
C2ORF50	0.07012	0.0196736	0.0315764	0.0231566	0.0351317	0.0315764	0.0168594	0.0231566	0.0268917	0.00997894	0.00997894	0.0196736	0.0209283	0.0351317	0.0168594	0.0471829	0.0455834	0.0168594	0.0420531	0.0231566	0.0451171	0.0231566	0.0471829	0.0231566	0.0315764	0.0480393	0.038545	0.0315764	0.0480393	0.0196736	0.0451171	0.0168594	0.0168594	0.0315764	0.0168594	0.0315764	0.0231566	0.0315764	0.0231566	0.0316164	0.0315764	0.0168594	0.0231566	0.0351317	0.0315764	0.0231566	0.0381232	0.0268917	0.0522491	0.0268917	0.0316164	0.0231566	0.0381232	0.0575166	0.0381232	0.0231566	0.029061	0.0209283	0.0240564	0.0522491	0.0675365	0.015768	0.0168594	0.0231566	0.015768	0.015768	0.0231566	0.0196736	0.015768	0.0168594	0.0196736	0.0351317	0.0231566	0.00997894	0.0231566	0.0316164	0.0351317	0.0231566	0.0315764	0.0315764	0.0562352	0.00997894	0.0231566	0.0168594	0.0315764	0.0231566	0.0231566	0.00997894	0.00997894	0.0209283	0.0268917	0.0231566	0.0315764	0.0231566	0.0168594	0.00997894	0.0196736	0.0196736	0.0315764	0.0231566	0.0240564	0.0168594	0.015768	0.0422906	0.0240564	0.0315764	0.0364888	0.0535966	0.0231566	0.015768	0.0196736	0.0231566	0.015768	0.0209283	0.0231566	0.0364888	0.0196736	0.0488975	0.0315764	0.015768	0.0381232	0.0168594	0.0315764	0.0168594	0.0315764	0.0535966	0.0168594	0.0315764	0.0268917	0.0331031	0.0231566	0.0315764	0.0240564	0.054523	0.0196736	0.0504271	0.00997894	0.0231566	0.0168594	0.0196736	0.038545	0.0231566	0.0231566	0.0209283	0.0231566	0.0240564	0.0196736	0.0231566	0.029061	0.0316164	0.0168594	0.0315764	0.0196736	0.015768	0.0451171	0.0420531	0.0240564	0.0240564	0.0231566	0
TMEM200C	0.0168594	0.0240564	0.0231566	0.0168594	0.0196736	0.0315764	0.0168594	0.0231566	0.0316164	0.00997894	0.0168594	0.0231566	0.0315764	0.00997894	0.00997894	0.0240564	0.015768	0.0231566	0.015768	0.015768	0.0231566	0.0331031	0.0168594	0.0315764	0.0231566	0.00997894	0.0168594	0.0168594	0.0168594	0.0196736	0.0196736	0.0240564	0.0231566	0.0231566	0.00997894	0.0196736	0.0231566	0.0231566	0.0315764	0.00997894	0.0196736	0.0240564	0.0331031	0.015768	0.0315764	0.0231566	0.00997894	0.015768	0.00997894	0.0231566	0.0168594	0.0231566	0.0231566	0.0196736	0.00997894	0.0196736	0.0196736	0.0196736	0.0240564	0.00997894	0.0209283	0.00997894	0.0231566	0.00997894	0.0168594	0.0231566	0.015768	0.0231566	0.0231566	0.0451171	0.0316164	0.0209283	0.0196736	0.0231566	0.0168594	0.0231566	0.0240564	0.0231566	0.0315764	0.0315764	0.0240564	0.00997894	0.0268917	0.00997894	0.0231566	0.0231566	0.0196736	0.0240564	0.0168594	0.0168594	0.015768	0.0231566	0.0168594	0.0240564	0.0364888	0.0196736	0.0196736	0.0231566	0.0315764	0.0231566	0.0240564	0.0488975	0.038545	0.0168594	0.0240564	0.0315764	0.00997894	0.0196736	0.0168594	0.0231566	0.038545	0.0316164	0.0231566	0.0196736	0.0196736	0.0196736	0.0168594	0.015768	0.0168594	0.0196736	0.0196736	0.0209283	0.0196736	0.029061	0.0315764	0.0209283	0.0209283	0.0315764	0.0168594	0.0209283	0.0196736	0.0315764	0.00997894	0.0209283	0.015768	0.0240564	0.00997894	0.0196736	0.0331031	0.0231566	0.0268917	0.0240564	0.0381232	0.0196736	0.0231566	0.0196736	0.00997894	0.0315764	0.0168594	0.0209283	0.0420531	0.0231566	0.0315764	0.0268917	0.0209283	0.0168594	0.0364888	0.00997894	0.0315764	0
TMEM240	0.015768	0.00997894	0.0240564	0.00997894	0.0209283	0.00997894	0.0240564	0.0168594	0.0209283	0.00997894	0.015768	0.0168594	0.015768	0.015768	0.00997894	0.015768	0.00997894	0.0209283	0.00997894	0.00997894	0.015768	0.015768	0.015768	0.00997894	0.015768	0.015768	0.00997894	0.0168594	0.015768	0.00997894	0.0209283	0.015768	0.015768	0.00997894	0.0240564	0.00997894	0.00997894	0.00997894	0.00997894	0.0168594	0.015768	0.015768	0.0209283	0.015768	0.00997894	0.0168594	0.015768	0.015768	0.015768	0.0209283	0.015768	0.015768	0.015768	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.015768	0.0209283	0.015768	0.015768	0.0168594	0.00997894	0.0168594	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.0168594	0.00997894	0.0209283	0.00997894	0.015768	0.0209283	0.00997894	0.0240564	0.015768	0.00997894	0.0209283	0.0240564	0.0168594	0.0168594	0.00997894	0.0168594	0.00997894	0.015768	0.00997894	0.0168594	0.015768	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.0168594	0.00997894	0.00997894	0.015768	0.0240564	0.015768	0.0209283	0.015768	0.015768	0.015768	0.0240564	0.00997894	0.00997894	0.0209283	0.015768	0.0209283	0.00997894	0.015768	0.00997894	0.00997894	0.015768	0.015768	0.015768	0.015768	0.00997894	0.00997894	0.015768	0.015768	0.015768	0.0209283	0.015768	0.015768	0.00997894	0.0168594	0.015768	0.00997894	0.00997894	0.0240564	0.00997894	0.00997894	0.015768	0.015768	0.015768	0.00997894	0.0209283	0.015768	0.00997894	0.015768	0.0209283	0.00997894	0.0209283	0.00997894	0.0240564	0.00997894	0.00997894	0.00997894	0.0209283	0.015768	0.00997894	0.00997894	0.00997894	0
C1ORF167	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.00997894	0.015768	0.00997894	0.015768	0.00997894	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.015768	0.00997894	0.015768	0.0209283	0.00997894	0.015768	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.015768	0.00997894	0.00997894	0.015768	0.015768	0.015768	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.015768	0.0209283	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.0209283	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.015768	0.015768	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.0209283	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.015768	0.00997894	0.015768	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.00997894	0.00997894	0.015768	0
C2ORF70	0.0455834	0.0168594	0.0315764	0.0231566	0.00997894	0.0315764	0.0231566	0.0315764	0.0268917	0.00997894	0.0168594	0.0231566	0.0196736	0.0240564	0.0168594	0.0455834	0.0316164	0.0231566	0.0381232	0.0231566	0.0268917	0.0315764	0.0351317	0.0315764	0.0315764	0.015768	0.038545	0.0315764	0.0316164	0.0196736	0.0422906	0.00997894	0.0209283	0.0315764	0.029061	0.0231566	0.0315764	0.0231566	0.0231566	0.029061	0.0315764	0.015768	0.0231566	0.0316164	0.0315764	0.0231566	0.0209283	0.0442577	0.054523	0.0168594	0.0381232	0.0231566	0.0331031	0.0539884	0.0420531	0.0231566	0.0420531	0.0196736	0.029061	0.0607152	0.0689016	0.015768	0.029061	0.0315764	0.00997894	0.00997894	0.0315764	0.0231566	0.0196736	0.0231566	0.0196736	0.015768	0.00997894	0.0168594	0.0196736	0.0268917	0.0539884	0.0231566	0.0315764	0.0315764	0.0381232	0.00997894	0.0168594	0.029061	0.0231566	0.0315764	0.0168594	0.015768	0.0209283	0.0196736	0.0422906	0.0196736	0.0315764	0.0315764	0.0231566	0.0168594	0.0196736	0.0196736	0.0315764	0.0315764	0.015768	0.0240564	0.015768	0.0316164	0.0209283	0.0231566	0.0316164	0.0420531	0.0231566	0.0168594	0.0315764	0.0231566	0.0168594	0.0209283	0.0315764	0.0268917	0.00997894	0.0488975	0.0315764	0.0451171	0.0539884	0.0196736	0.0231566	0.0268917	0.0315764	0.0316164	0.0168594	0.0315764	0.0209283	0.0316164	0.0315764	0.0315764	0.015768	0.0715438	0.0196736	0.0381232	0.0331031	0.0231566	0.0168594	0.0196736	0.0408771	0.015768	0.0315764	0.0408771	0.0315764	0.0196736	0.0231566	0.0168594	0.0268917	0.0331031	0.0196736	0.0315764	0.0196736	0.0381232	0.0455834	0.038545	0.0316164	0.0209283	0.0315764	0
UHRF1BP1L	0.0315764	0.015768	0.0331031	0.0168594	0.0231566	0.0364888	0.00997894	0.0315764	0.0315764	0.00997894	0.00997894	0.0231566	0.0315764	0.0315764	0.0209283	0.0315764	0.0315764	0.0861884	0.0315764	0.0471829	0.0315764	0.0855753	0.0315764	0.015768	0.0420531	0.0231566	0.0315764	0.0855753	0.0315764	0.0488975	0.0315764	0.0575166	0.0315764	0.0622735	0.0231566	0.0315764	0.015768	0.0782811	0.00997894	0.0315764	0.0649288	0.0575166	0.0905599	0.0231566	0.0351317	0.0231566	0.0315764	0.0231566	0.0315764	0.00997894	0.0315764	0.0231566	0.0231566	0.0315764	0.0315764	0.0231566	0.0315764	0.0231566	0.0231566	0.0315764	0.0315764	0.0315764	0.0196736	0.0754995	0.0231566	0.0315764	0.0963969	0.0196736	0.0231566	0.0268917	0.038545	0.0231566	0.0268917	0.0196736	0.0231566	0.0315764	0.0315764	0.0631319	0.0168594	0.0451171	0.0315764	0.0168594	0.0601434	0.0442577	0.0209283	0.00997894	0.0315764	0.0552863	0.00997894	0.053787	0.0315764	0.0420531	0.0209283	0.0689016	0.029061	0.0231566	0.0601434	0.0231566	0.0268917	0.0231566	0.0231566	0.0331031	0.0963969	0.0315764	0.0231566	0.0240564	0.0315764	0.0315764	0.00997894	0.0315764	0.0782811	0.0196736	0.0168594	0.0315764	0.0168594	0.0315764	0.0231566	0.015768	0.0924152	0.0315764	0.0315764	0.0315764	0.0168594	0.0268917	0.0364888	0.0315764	0.0451171	0.0577024	0.0231566	0.015768	0.075155	0.0268917	0.0315764	0.0315764	0.029061	0.0315764	0.0231566	0.0315764	0.0196736	0.0231566	0.0315764	0.0331031	0.0975881	0.0315764	0.0315764	0.0315764	0.20164	0.0315764	0.015768	0.0231566	0.106717	0.0240564	0.0196736	0.0315764	0.0315764	0.0315764	0.0315764	0.0231566	0.0209283	0
FAM173A	0.0315764	0.00997894	0.0905599	0.0539884	0.0315764	0.0315764	0.0231566	0.0231566	0.0168594	0.00997894	0.0196736	0.015768	0.0315764	0.0315764	0.0315764	0.0315764	0.0196736	0.0196736	0.0315764	0.0818687	0.0196736	0.0733342	0.0315764	0.0168594	0.075155	0.0315764	0.0315764	0.0240564	0.0315764	0.0506398	0.0315764	0.0442577	0.0315764	0.0231566	0.00997894	0.0577024	0.00997894	0.0196736	0.0315764	0.0231566	0.0471829	0.0240564	0.139107	0.0231566	0.0315764	0.00997894	0.0315764	0.0231566	0.0231566	0.0168594	0.0315764	0.0315764	0.0315764	0.0315764	0.0315764	0.015768	0.0315764	0.0315764	0.00997894	0.0315764	0.0231566	0.0196736	0.0315764	0.015768	0.0231566	0.0315764	0.0316164	0.00997894	0.0315764	0.0420531	0.0315764	0.0498384	0.20164	0.0231566	0.0818687	0.0315764	0.0315764	0.0315764	0.0315764	0.0231566	0.0231566	0.0209283	0.0351317	0.0756295	0.118786	0.0488975	0.0315764	0.0316164	0.0196736	0.0315764	0.0240564	0.0675365	0.0196736	0.0905599	0.00997894	0.0196736	0.0196736	0.0315764	0.0331031	0.0231566	0.0315764	0.0818687	0.0381232	0.0315764	0.0231566	0.0315764	0.0231566	0.0315764	0.0315764	0.0315764	0.0420531	0.0679007	0.0315764	0.0315764	0.0196736	0.0315764	0.0196736	0.0471829	0.0585486	0.0480393	0.0315764	0.0782811	0.0315764	0.106717	0.0231566	0.0231566	0.0660758	0.0316164	0.0315764	0.0168594	0.0196736	0.0168594	0.0168594	0.0315764	0.0381232	0.0315764	0.0315764	0.0196736	0.0716477	0.0209283	0.0209283	0.107394	0.0364888	0.0315764	0.0315764	0.0315764	0.0573845	0.0315764	0.0231566	0.0315764	0.0874552	0.0315764	0.0231566	0.0231566	0.0315764	0.0315764	0.0315764	0.0196736	0.0196736	0
DYTN	0.0209283	0.00997894	0.00997894	0.0168594	0.015768	0.0168594	0.00997894	0.0168594	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.00997894	0.015768	0.0209283	0.00997894	0.00997894	0.00997894	0.0209283	0.015768	0.015768	0.015768	0.00997894	0.00997894	0.015768	0.0168594	0.015768	0.00997894	0.015768	0.00997894	0.0168594	0.0168594	0.0637458	0.00997894	0.00997894	0.0168594	0.00997894	0.0168594	0.00997894	0.00997894	0.0168594	0.015768	0.00997894	0.00997894	0.015768	0.0209283	0.015768	0.0209283	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.0168594	0.015768	0.015768	0.0209283	0.0485515	0.0240564	0.00997894	0.0311067	0.0485515	0.00997894	0.00997894	0.0517925	0.0168594	0.00997894	0.00997894	0.0168594	0.015768	0.00997894	0.00997894	0.00997894	0.0168594	0.015768	0.0168594	0.00997894	0.0168594	0.015768	0.00997894	0.00997894	0.00997894	0.0168594	0.0168594	0.0168594	0.0168594	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.0168594	0.00997894	0.0168594	0.00997894	0.00997894	0.0168594	0.0168594	0.0209283	0.0311067	0.0209283	0.00997894	0.00997894	0.00997894	0.015768	0.0311067	0.0168594	0.00997894	0.0168594	0.00997894	0.015768	0.015768	0.015768	0.00997894	0.00997894	0.0168594	0.015768	0.015768	0.015768	0.0311067	0.00997894	0.015768	0.00997894	0.015768	0.0168594	0.00997894	0.015768	0.0168594	0.00997894	0.0240564	0.0485515	0.00997894	0.015768	0.0240564	0.00997894	0.015768	0.0168594	0.0240564	0.00997894	0.0397748	0.00997894	0.0168594	0.015768	0.00997894	0.0485515	0.015768	0.00997894	0.00997894	0.0168594	0.00997894	0.00997894	0.015768	0.015768	0.00997894	0.00997894	0.00997894	0
MTHFD1L	0.120477	0.158715	0.211096	0.120477	0.0168594	0.152369	0.152369	0.053787	0.0892357	0.00997894	0.0738767	0.0209283	0.194908	0.0231566	0.136101	0.194908	0.115073	0.15748	0.0738767	0.195758	0.0231566	0.090157	0.114735	0.0315764	0.0231566	0.0231566	0.114735	0.090157	0.132079	0.0638137	0.0231566	0.120477	0.090157	0.0196736	0.170089	0.0710057	0.0316164	0.265876	0.194908	0.124676	0.0168594	0.103913	0.0196736	0.0315764	0.0710057	0.15854	0.0231566	0.152369	0.0738767	0.194908	0.0315764	0.0933303	0.090157	0.0231566	0.0168594	0	0.0231566	0.0209283	0.23411	0.0196736	0.0231566	0.0364888	0.152369	0.0710057	0.00997894	0.0933303	0.086113	0.170089	0.0385218	0.120477	0.103913	0.115073	0.173249	0.0550379	0.0196736	0.249807	0.0738767	0.0738767	0.14903	0.059868	0.0783123	0.0168594	0.152369	0.0231566	0.231092	0.0168594	0.0315764	0.184981	0.0268917	0.0550379	0.103913	0.158715	0.114735	0.0638137	0.0989739	0.015768	0.120477	0.00997894	0.407647	0.144866	0.0240564	0.220104	0.0196736	0.0209283	0.132079	0.197607	0.015768	0.120477	0.288138	0.250052	0.090157	0.0732561	0.0710057	0.0196736	0.0892357	0.194908	0.108324	0.140606	0.198237	0.0168594	0.0231566	0.0240564	0.0710057	0.0550379	0.0168594	0.0638137	0.140606	0.0364888	0.0231566	0.0168594	0.086113	0.266596	0.0268917	0.0738767	0.259062	0.198237	0.265876	0.201107	0.0315764	0.0168594	0.0385218	0.0638137	0.0315764	0.120477	0.114735	0.0168594	0.170089	0.120477	0.0638137	0.0231566	0.0168594	0.229035	0.0550379	0.158715	0.152369	0.0196736	0.0847299	0.0240564	0.0933303	1
